version_id,scenario_code,scenario_set_code,order_index,scenario_text_en,scenario_text_ar
v2,D12_04,draft_deep_12,4,Your younger brother borrows your things without asking.,أخوك الصغير يستعير أغراضك دون استئذان.
v2,D12_05,draft_deep_12,5,A colleague gets the promotion you were hoping for.,زميل في العمل يحصل على ترقية كنت تأملها أنت.
v2,D12_06,draft_deep_12,6,Your manager asks for extra work after official hours.,مديرك يطلب منك عملا إضافيا بعد دوامك الرسمي.
v2,D12_07,draft_deep_12,7,A teammate blames you for her mistake in front of the manager.,زميلتك في الفريق ترتكب خطأ أمام المدير وتلقي باللوم عليك.
v2,D12_08,draft_deep_12,8,"In a group project, one member is not doing their part.",في مشروع جماعي، أحد الأعضاء لا يؤدي دوره.
v2,D12_09,draft_deep_12,9,A close friend in financial trouble asks you for a loan.,صديقك المقرب يمر بضائقة مالية ويطلب منك قرضا.
v2,D12_10,draft_deep_12,10,Two friends expect you to take sides in their conflict.,صديقان لك يختلفان ويتوقع كل منهما أن تنحاز له.
v2,D12_11,draft_deep_12,11,A friend forgets your birthday greeting.,صديق ينسى معايدتك في عيد ميلادك.
v2,D12_12,draft_deep_12,12,A friend invites you to a party while you are exhausted.,صديق يدعوك لحفلته لكنك مرهق جدا.
v2,D12_13,draft_deep_12,13,Someone rudely cuts ahead of you in a queue.,شخص في الطابور يتقدم عليك بوقاحة.
v2,D12_14,draft_deep_12,14,A restaurant waiter forgets your order and ignores you.,نادل في مطعم ينسى طلبك ويتجاهلك.
v2,D12_15,draft_deep_12,15,Your new neighbor has not greeted you after several encounters.,جارك الجديد لم يسلم عليك رغم مرات لقائك به.
v2,D12_16,draft_deep_12,16,"At the mosque, someone is sitting in your usual place.",في المسجد، شخص يجلس في مكانك المعتاد.
v2,D12_17,draft_deep_12,17,You wake up in a bad mood without a clear reason.,استيقظت بمزاج سيئ دون سبب واضح.
v2,D12_18,draft_deep_12,18,You fail to achieve an important personal goal.,فشلت في تحقيق هدف مهم لك.
v2,D12_19,draft_deep_12,19,You still feel guilty about something from years ago.,تشعر بالذنب تجاه موقف مضى عليه سنوات.
v2,D12_20,draft_deep_12,20,You suddenly get a long unexpected free time block.,لديك وقت فراغ طويل غير متوقع.
v2,D12_21,draft_deep_12,21,A parent WhatsApp group keeps pressuring you into every activity.,مجموعة أولياء الأمور في واتساب تضغط عليك للمشاركة في كل نشاط.
v2,D12_22,draft_deep_12,22,A relative expects immediate replies to every family message.,أحد الأقارب يتوقع ردا فوريا على كل رسائل العائلة.
v2,D12_23,draft_deep_12,23,Family visits are announced at the last minute during your busy week.,زيارات عائلية تعلن في آخر لحظة خلال أسبوع مزدحم.
v2,D12_24,draft_deep_12,24,A sibling asks you to carry family duties while they stay absent.,أخ يطلب منك تحمل واجبات الأسرة بينما يغيب هو.
v2,D12_25,draft_deep_12,25,You receive positive feedback but no salary adjustment.,تتلقى مديحا في العمل دون تعديل في الراتب.
v2,D12_26,draft_deep_12,26,You are asked to lead a new initiative with unclear authority.,يطلب منك قيادة مبادرة جديدة بصلاحيات غير واضحة.
v2,D12_27,draft_deep_12,27,Your task list keeps growing while deadlines stay the same.,قائمة مهامك تكبر باستمرار بينما المواعيد النهائية ثابتة.
v2,D12_28,draft_deep_12,28,A coworker keeps interrupting your focus time.,زميل يقاطع وقت تركيزك بشكل متكرر.
v2,D12_29,draft_deep_12,29,A friend always cancels plans at the last moment.,صديق يلغي المواعيد دائما في آخر لحظة.
v2,D12_30,draft_deep_12,30,Your group wants expensive outings that exceed your budget.,مجموعة أصدقائك تريد خروجات مكلفة تتجاوز ميزانيتك.
v2,D12_31,draft_deep_12,31,A friend shares your private story with others.,صديق يشارك قصتك الخاصة مع الآخرين.
v2,D12_32,draft_deep_12,32,You feel emotionally drained by one-sided friendships.,تشعر بالاستنزاف من صداقات أحادية الاتجاه.
v2,D12_33,draft_deep_12,33,A stranger asks you for help while you are in a hurry.,شخص غريب يطلب مساعدتك وأنت مستعجل.
v2,D12_34,draft_deep_12,34,You witness someone being mocked publicly.,تشاهد شخصا يتعرض للسخرية أمام الناس.
v2,D12_35,draft_deep_12,35,A service worker speaks to you harshly by mistake.,موظف خدمة يتحدث معك بحدة بالخطأ.
v2,D12_36,draft_deep_12,36,You see litter thrown in a shared neighborhood space.,ترى شخصا يرمي القمامة في مكان مشترك بالحي.
v2,D12_37,draft_deep_12,37,You have recurring headaches but keep postponing checkups.,لديك صداع متكرر لكنك تؤجل الفحوصات.
v2,D12_38,draft_deep_12,38,Your sleep is poor because of late-night scrolling.,نومك مضطرب بسبب التصفح الليلي الطويل.
v2,D12_39,draft_deep_12,39,You are under stress and start skipping meals.,تحت ضغط مستمر وبدأت تتجاوز وجباتك.
v2,D12_40,draft_deep_12,40,You feel burnout signs but fear slowing down.,تشعر بعلامات احتراق نفسي لكنك تخاف التخفيف.
v2,D12_41,draft_deep_12,41,A major decision has uncertain outcomes and no perfect data.,قرار مصيري أمامك ونتائجه غير مؤكدة ولا توجد بيانات كاملة.
v2,D12_42,draft_deep_12,42,Two good opportunities appear at the same time.,فرصتان جيدتان ظهرتا في الوقت نفسه.
v2,D12_43,draft_deep_12,43,You must choose between a stable path and a meaningful risk.,تحتاج أن تختار بين طريق مستقر ومجازفة ذات معنى.
v2,D12_44,draft_deep_12,44,You are invited to a project outside your expertise.,تدعى لمشروع خارج نطاق خبرتك.
v2,D12_45,draft_deep_12,45,"At day end, unfinished tasks keep you mentally heavy.",في نهاية اليوم، المهام غير المنجزة تثقل ذهنك.
v2,D12_46,draft_deep_12,46,You compare yourself with others and feel behind.,تقارن نفسك بالآخرين وتشعر أنك متأخر.
v2,D12_47,draft_deep_12,47,You need to reset your week after several chaotic days.,تحتاج لإعادة ضبط أسبوعك بعد أيام فوضوية.
v2,D12_48,draft_deep_12,48,You want a sustainable routine you can actually maintain.,تريد روتينا مستداما يمكنك الالتزام به فعلا.
